title,companyLogoUrl,companyName,location/city,location/country,location/countryCode,location/formattedAddressLong,location/formattedAddressShort,location/fullAddress,location/latitude,location/longitude,location/postalCode,location/streetAddress,age,datePublished,jobType/0,jobType/1,companyHeaderUrl,companyUrl,rating/count,rating/rating,descriptionText,descriptionHtml,benefits/0,benefits/1,benefits/2,benefits/3,benefits/4,benefits/5,benefits/6,benefits/7,benefits/8,occupation/0,occupation/1,occupation/2,occupation/3,occupation/4,occupation/5,occupation/6,attributes/0,attributes/1,attributes/2,attributes/3,attributes/4,attributes/5,attributes/6,attributes/7,attributes/8,attributes/9,attributes/10,attributes/11,attributes/12,attributes/13,attributes/14,attributes/15,attributes/16,attributes/17,attributes/18,attributes/19,attributes/20,attributes/21,attributes/22,attributes/23,attributes/24,workingSystem/0,numOfCandidates,source,hiringDemand.isUrgentHire,hiringDemand.isHighVolumeHiring,locale,salary/salaryCurrency,salary/salaryMax,salary/salaryMin,salary/salarySource,salary/salaryText,salary/salaryType,salary.salaryMin,salary.salaryMax,salary.salaryText,salary.salaryType,salary.salarySource,salary.salaryCurrency,expired,postedToday,scrapingInfo.page,scrapingInfo.index,jobKey,jobUrl,emails/0,isRemote,socialInsurance,shiftAndSchedule/0,shiftAndSchedule/1,shiftAndSchedule/2,organicApplyStarts,applyUrl,requirements/0/label,requirements/0/requirementSeverity,requirements/1/label,requirements/1/requirementSeverity,requirements/2/label,requirements/2/requirementSeverity,requirements/3/label,requirements/3/requirementSeverity,requirements/4/label,requirements/4/requirementSeverity,requirements/5/label,requirements/5/requirementSeverity,requirements/6/label,requirements/6/requirementSeverity,requirements/7/label,requirements/7/requirementSeverity
Analyste d'exploitation - F/H,,INZERTY,Lille,France,FR,59000 Lille,Lille (59),59000 Lille,50.6333,3.0667,59000,"59000,59000 Lille,France",10 days ago,05-03-2026,,,,https://fr.indeed.com/cmp/Inzerty,0,0,"En quête d’un nouveau défi professionnel dans un environnement en perpétuelle évolution, où performance rime avec collaboration et innovation ?

Et si tu rejoignais Inzerty pour intervenir chez notre client, en tant qu’Analyste d’Exploitation, afin d’assurer le bon fonctionnement et la fiabilité des applications et des environnements techniques ?

Tu te demandes en quoi consistera ton rôle ? Voici un aperçu de tes futures missions au quotidien :

Lundi - Analyse des incidents

Analyser les incidents de production sur les périmètres applicatifs et techniques, diagnostiquer les causes et mettre en œuvre les actions nécessaires pour assurer un retour rapide à la normale.

Mardi - Traitement des demandes & mises en production

Prendre en charge les demandes de travaux sur les différents environnements et participer aux mises en production des applications en garantissant le respect des procédures et des délais.

Mercredi - Maintien en Conditions Opérationnelles

Assurer les activités de MCO sur les environnements Intégration, Préproduction et Production afin de garantir la disponibilité et la stabilité des applications.

Jeudi - Déploiement applicatif

Déployer et intégrer les composants applicatifs dans les différents environnements techniques en lien avec les équipes projets et infrastructures.

Vendredi - Amélioration continue

Mettre à jour et rédiger les procédures et consignes d’exploitation, tout en identifiant des pistes d’amélioration pour réduire les incidents, fiabiliser les applications et optimiser les mises en production.

Les missions te parlent ? Alors lis la suite !

Ce que nous recherchons :

Tu disposes d’au moins 3 ans d'expérience en tant qu’Analyste d’Exploitation et tu as déjà travaillé dans des environnements de production informatique.

Tu es à l’aise pour analyser les incidents, appliquer des procédures d’exploitation et travailler en collaboration avec des équipes techniques et métiers.

Autonome, rigoureux et doté d’un bon sens de la communication, tu apprécies évoluer dans des environnements dynamiques et exigeants.

Environnements techniques appréciés :

Cloud AWS

Windows Server

Linux

Tu es également ouvert à travailler sur des plages horaires étendues et à participer à des astreintes dans le cadre des activités d’exploitation.

Pourquoi rejoindre Inzerty ?

Créée en 2017, Inzerty est la 1ʳᵉ entreprise d’insertion régionale spécialisée dans les services du numérique. Nous accompagnons nos talents vers l’emploi durable grâce à des missions valorisantes, un suivi humain fort et de réelles perspectives d’évolution.

Nous te proposons :

Un accompagnement socio-professionnel personnalisé

Des formations techniques et transverses pour renforcer ton employabilité

Un suivi individualisé tout au long de ta mission

Côté avantages, nous t’offrons :

Dès ton arrivée : prise en charge à 50 % de tes titres de transport (remboursement avec un mois de décalage) et mutuelle d'entreprise

À partir du 3ᵉ mois d’ancienneté : titres restaurant et accès aux avantages de notre plateforme CSE GIFTEO

Un environnement bienveillant et exigeant, où ton évolution est au cœur de nos priorités

Notre objectif est de garantir ton évolution et une intégration durable.

Déroulé des échanges : premier échange téléphonique avec Kiara, notre assistante de recrutement, entretien avec Mélina ou Khady, puis échange avec le client final si ton profil est retenu.

Chez Inzerty, nous croyons que la diversité fait la richesse d’une entreprise. À compétences égales, toutes les candidatures sont étudiées.

INZ2024","<div><p><b>En qu&ecirc;te d&rsquo;un nouveau d&eacute;fi professionnel dans un environnement en perp&eacute;tuelle &eacute;volution, o&ugrave; performance rime avec collaboration et innovation ?</b></p><p>
Et si tu rejoignais <b>Inzerty </b>pour intervenir chez notre client, en tant qu<b>&rsquo;Analyste d&rsquo;Exploitation</b>, afin d&rsquo;assurer le bon fonctionnement et la fiabilit&eacute; des applications et des environnements techniques ?</p><p></p><p><b>
Tu te demandes en quoi consistera ton r&ocirc;le ? Voici un aper&ccedil;u de tes futures missions au quotidien :</b></p><p>
<b>Lundi - Analyse des incidents</b></p><p>
Analyser les incidents de production sur les p&eacute;rim&egrave;tres applicatifs et techniques, diagnostiquer les causes et mettre en &oelig;uvre les actions n&eacute;cessaires pour assurer un retour rapide &agrave; la normale.</p><p><b>
Mardi - Traitement des demandes &amp; mises en production</b></p><p>
Prendre en charge les demandes de travaux sur les diff&eacute;rents environnements et participer aux mises en production des applications en garantissant le respect des proc&eacute;dures et des d&eacute;lais.</p><p><b>
Mercredi - Maintien en Conditions Op&eacute;rationnelles</b></p><p>
Assurer les activit&eacute;s de MCO sur les environnements Int&eacute;gration, Pr&eacute;production et Production afin de garantir la disponibilit&eacute; et la stabilit&eacute; des applications.</p><p><b>
Jeudi - D&eacute;ploiement applicatif</b></p><p>
D&eacute;ployer et int&eacute;grer les composants applicatifs dans les diff&eacute;rents environnements techniques en lien avec les &eacute;quipes projets et infrastructures.</p><p><b>
Vendredi - Am&eacute;lioration continue</b></p><p>
Mettre &agrave; jour et r&eacute;diger les proc&eacute;dures et consignes d&rsquo;exploitation, tout en identifiant des pistes d&rsquo;am&eacute;lioration pour r&eacute;duire les incidents, fiabiliser les applications et optimiser les mises en production.</p><p></p><p><b>
Les missions te parlent ? Alors lis la suite !</b></p><p><b>
Ce que nous recherchons :</b></p><p>
Tu disposes d&rsquo;au moins 3 ans d'exp&eacute;rience en tant qu&rsquo;<b>Analyste d&rsquo;Exploitation</b> et tu as d&eacute;j&agrave; travaill&eacute; dans des environnements de production informatique.</p><p>
Tu es &agrave; l&rsquo;aise pour analyser les incidents, appliquer des proc&eacute;dures d&rsquo;exploitation et travailler en collaboration avec des &eacute;quipes techniques et m&eacute;tiers.</p><p>
Autonome, rigoureux et dot&eacute; d&rsquo;un bon sens de la communication, tu appr&eacute;cies &eacute;voluer dans des environnements dynamiques et exigeants.</p><p><b>
Environnements techniques appr&eacute;ci&eacute;s :</b></p><ul><li><p>
Cloud AWS</p></li><li><p>
Windows Server</p></li><li><p>
Linux</p></li></ul><p>
Tu es &eacute;galement ouvert &agrave; travailler sur des plages horaires &eacute;tendues et &agrave; participer &agrave; des astreintes dans le cadre des activit&eacute;s d&rsquo;exploitation.</p><p></p><p><b>
Pourquoi rejoindre Inzerty ?</b></p><p>
Cr&eacute;&eacute;e en 2017, <b>Inzerty </b>est la 1ʳᵉ entreprise d&rsquo;insertion r&eacute;gionale sp&eacute;cialis&eacute;e dans les services du num&eacute;rique. Nous accompagnons nos talents vers l&rsquo;emploi durable gr&acirc;ce &agrave; des missions valorisantes, un suivi humain fort et de r&eacute;elles perspectives d&rsquo;&eacute;volution.</p><p><b>
Nous te proposons :</b></p><ul><li><p>
Un <b>accompagnement socio-professionnel </b>personnalis&eacute;</p></li><li><p>
Des <b>formations</b> <b>techniques</b> et transverses pour renforcer ton employabilit&eacute;</p></li><li><p>
Un<b> suivi individualis&eacute;</b> tout au long de ta mission</p></li></ul><p><b>
C&ocirc;t&eacute; avantages, nous t&rsquo;offrons :</b></p><ul><li><p>
D&egrave;s ton arriv&eacute;e : prise en charge &agrave; <b>50 % de tes titres de transport</b> (remboursement avec un mois de d&eacute;calage) et <b>mutuelle d'entreprise</b></p></li><li><p>
&Agrave; partir du 3ᵉ mois d&rsquo;anciennet&eacute; :<b> titres restaurant</b> et acc&egrave;s aux avantages de notre<b> plateforme CSE GIFTEO</b></p></li><li><p>
Un environnement <b>bienveillant </b>et <b>exigeant</b>, o&ugrave; ton &eacute;volution est au c&oelig;ur de nos priorit&eacute;s</p></li></ul><p></p><p><b>
Notre objectif est de garantir ton &eacute;volution et une int&eacute;gration durable.</b></p><p></p><p>
D&eacute;roul&eacute; des &eacute;changes : <b>premier &eacute;change t&eacute;l&eacute;phonique avec Kiara</b>, notre assistante de recrutement, <b>entretien avec M&eacute;lina ou Khady</b>, puis <b>&eacute;change avec le client final </b>si ton profil est retenu.</p><p></p><p><i>
Chez Inzerty, nous croyons que la diversit&eacute; fait la richesse d&rsquo;une entreprise. &Agrave; comp&eacute;tences &eacute;gales, toutes les candidatures sont &eacute;tudi&eacute;es.</i></p><p></p><p><b>
INZ2024</b></p></div>",Titre restaurant,Comité d’entreprise (CE),,,,,,,,Métiers des infrastructures et de la sécurité informatique,Métiers de l'informatique et des nouvelles technologies,Métiers des infrastructures informatiques,,,,,Microsoft Windows Server,Titre restaurant,Comité d’entreprise (CE),Linux,,,,,,,,,,,,,,,,,,,,,,,,Groupe VITAMINE T,FALSE,FALSE,fr,EUR,,,EXTRACTION,30 000 € par an,yearly,,,,,,,FALSE,FALSE,1,22,9c18162187f052a5,https://fr.indeed.com/viewjob?jk=9c18162187f052a5,,FALSE,,,,,,https://recrutement.groupevitaminet.com/jobs/7338952-analyste-d-exploitation-f-h,,,,,,,,,,,,,,,,
Stage 2 mois – Data Analyst / Lead Generation & CRM Performance,,Vroom Market,Télétravail,France,FR,Télétravail,Télétravail,Télétravail,25,-40,,,a month ago,14-02-2026,Télétravail,Stage,,https://fr.indeed.com/cmp/Vroom-Market,0,0,"Dans le cadre du développement de notre activité commerciale, nous recherchons un(e) *stagiaire Data Analyst* (*Stage 2 mois*) pour structurer, enrichir et optimiser notre gestion des leads.

*Objectif du stage :* transformer notre CRM en véritable outil de performance commerciale et contribuer directement à l’augmentation du chiffre d’affaires.

*Vos missions*

* Nettoyage et structuration du CRM (qualité des données, doublons, segmentation)
* Création et enrichissement de bases de données qualifiées
* Recherche et diversification de nouvelles sources de leads
* Mise en place de critères de priorisation et scoring des leads
* Analyse des performances par source et suivi des taux de transformation
* Création de tableaux de bord simples et efficaces

*Profil recherché*

* Bac+3 à Bac+5 (Data, Business, Marketing, Growth, Gestion, MIAGE, école de commerce ou ingénieur)
* Stage de *2 mois *
* À l’aise avec Excel / Google Sheets et les bases de données
* Organisé(e), rigoureux(se), analytique
* Autonome et orienté(e) résultats

Outils : CRM interne, Excel / Google Sheets, outils web & bases de données.

Type d'emploi : Stage
Durée du contrat : 2 mois

Rémunération : 1,00€ par mois

Lieu du poste : Télétravail","<p>Dans le cadre du d&eacute;veloppement de notre activit&eacute; commerciale, nous recherchons un(e) <b>stagiaire Data Analyst</b> (<b>Stage 2 mois</b>) pour structurer, enrichir et optimiser notre gestion des leads.</p><p><b>Objectif du stage :</b> transformer notre CRM en v&eacute;ritable outil de performance commerciale et contribuer directement &agrave; l&rsquo;augmentation du chiffre d&rsquo;affaires.</p><p><b>Vos missions</b></p><ul><li>Nettoyage et structuration du CRM (qualit&eacute; des donn&eacute;es, doublons, segmentation)</li><li>Cr&eacute;ation et enrichissement de bases de donn&eacute;es qualifi&eacute;es</li><li>Recherche et diversification de nouvelles sources de leads</li><li>Mise en place de crit&egrave;res de priorisation et scoring des leads</li><li>Analyse des performances par source et suivi des taux de transformation</li><li>Cr&eacute;ation de tableaux de bord simples et efficaces</li></ul><p><b>Profil recherch&eacute;</b></p><ul><li>Bac+3 &agrave; Bac+5 (Data, Business, Marketing, Growth, Gestion, MIAGE, &eacute;cole de commerce ou ing&eacute;nieur)</li><li>Stage de <b>2 mois </b></li><li>&Agrave; l&rsquo;aise avec Excel / Google Sheets et les bases de donn&eacute;es</li><li>Organis&eacute;(e), rigoureux(se), analytique</li><li>Autonome et orient&eacute;(e) r&eacute;sultats</li></ul><p>Outils : CRM interne, Excel / Google Sheets, outils web &amp; bases de donn&eacute;es.</p><p>Type d'emploi : Stage<br/>Dur&eacute;e du contrat : 2 mois</p><p>R&eacute;mun&eacute;ration&nbsp;: 1,00&euro; par mois</p><p>Lieu du poste : T&eacute;l&eacute;travail</p>",,,,,,,,,,Métiers de la data et des bases de données,Analystes de données,Métiers de l'informatique et des nouvelles technologies,,,,,Ingénierie,Télétravail,Master,Commerce,Stage,,,,,,,,,,,,,,,,,,,,,,,Indeed,TRUE,FALSE,fr,,,,,,,,,,,,,FALSE,FALSE,1,0,b34bbd23b79a5ac6,https://fr.indeed.com/viewjob?jk=b34bbd23b79a5ac6,,TRUE,,,,,,http://fr.indeed.com/job/stage-2-mois-data-analyst-lead-generation-crm-performance-b34bbd23b79a5ac6,,,,,,,,,,,,,,,,
Consolideur analyste expérimenté (H/F),https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cd40bff704157606d0378de46ae37e64,AEMA GROUPE,Niort,France,FR,Niort (79),Niort (79),Niort (79),46.32313,-0.45877,,,13 days ago,02-03-2026,CDI,Temps plein,https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/a7a639bd6a6137d025c1df83920047bf,https://fr.indeed.com/cmp/Aema-Groupe,4,3,"Description de l'entreprise :

Mutualiste dans l'âme, activiste par conviction, Aéma Groupe est le groupe mutualiste de protection né du rapprochement entre Macif et AÉSIO mutuelle. Avec l'acquisition d'Abeille Assurances en 2021 suivie de la création d'Ofi Invest en 2022, Aéma Groupe est désormais dans le top 5 des acteurs de l'assurance en France et réalise un chiffre d'affaires de 15,6 milliards d'euros en 2023. Ses plus de 20 000 collaborateurs et 1800 délégués oeuvrent au quotidien pour accompagner et protéger plus de 11,7 millions d'assurés.
Multimarques, multiréseaux et multimétiers, Aéma Groupe couvre l'ensemble des besoins de protection (assurance dommages, santé prévoyance, épargne-retraite et gestion d'actifs). Aéma Groupe veut apporter des réponses éclairées, constructives et humaines face aux grands enjeux de protection liés aux transitions actuelles. En poursuivant la construction d'un acteur mutualiste de premier plan, il crée un modèle inédit, hybride et ouvert capable d'apporter des solutions plus justes, plus adaptées au monde d'aujourd'hui et de demain.

Description du poste :

Nous recherchons pour le siège Aéma Groupe, structure de tête en charge du pilotage et de la coordination des activités du Groupe - 200 collaborateurs basés à Paris et à Niort - un consolideur analyste expérimenté, avec idéalement une expérience en assurance vie, sur le site de Paris ou Niort.

Rejoignez la Direction Consolidation et Comptabilité d'Aéma Groupe, pour contribuer au pilotage économique et prudentiel du Groupe et de ses entités.
Vous intégrez une équipe de 9 collaborateurs.

Vous vous placez au niveau de la structure faîtière qui regroupe les marques Abeilles Assurances, Aésio, Macif et OFI Invest. Vous supervisez les données comptables et financières transmises par les entités du Groupe et par les consolideurs des marques. A ce titre, vos principales missions consisteront à :
- Participer au processus de consolidation des comptes du Groupe Aéma en normes françaises et solvabilité 2 et à la supervision des informations financières reçues
- Participer au processus d'analyse des comptes et des indicateurs financiers du groupe Aéma
- Participer à la veille normative sur les sujets comptables, animer des groupes de travail sur des sujets d'harmonisation comptable, mettre à jour la documentation comptable Groupe ;
Vous serez également amenés à :
- Participer à la mise en place d'un nouvel outil de consolidation au niveau du Groupe (aspect normatif, plan de comptes...)
- Participer à la mise en place de la nouvelle obligation d'audit du bilan prudentiel du groupe
- Participer à des projets transverses au niveau du Groupe (fiscalité, indicateurs économiques Groupe, etc.)
- Contribuer à l'optimisation des processus et des outils de production (BFC et Excel notamment)
- Contribuer à l'amélioration continue du dispositif de contrôle interne

Description du profil :

- Vous êtes diplômée d'un BAC+5 en Finances / Comptabilité / Audit
- Vous avez une expérience réussie d'au moins 5 ans acquise en cabinet d'audit, transaction services ou cabinet de conseil
- Vous disposez de bases solides en consolidation et d'une expérience significative en analyse financière,
- Vous êtes intervenus sur des missions dans le secteur de l'assurance et notamment en assurance vie
- Une première expérience de l'outil SAP - BFC serait appréciée
- Vous êtes organisé, rigoureux et disposez d'une forte appétence à coordonner
- Vous disposez de fortes qualités relationnelles et de communication
- Vous savez travailler en équipe et en mode transversal
- Vous avez de bonnes capacités d'analyse, de synthèse et des qualités rédactionnelles
- Vous êtes autonome et force de proposition
- Des déplacements seront à prévoir ponctuellement entre Niort et Paris

Ce poste est ouvert à compétences égales aux personnes en situation de handicap.
Poste : Niort ou Paris","<div><p><b>Description de l'entreprise :</b></p>
<p>
Mutualiste dans l'&acirc;me, activiste par conviction, A&eacute;ma Groupe est le groupe mutualiste de protection n&eacute; du rapprochement entre Macif et A&Eacute;SIO mutuelle. Avec l'acquisition d'Abeille Assurances en 2021 suivie de la cr&eacute;ation d'Ofi Invest en 2022, A&eacute;ma Groupe est d&eacute;sormais dans le top 5 des acteurs de l'assurance en France et r&eacute;alise un chiffre d'affaires de 15,6 milliards d'euros en 2023. Ses plus de 20 000 collaborateurs et 1800 d&eacute;l&eacute;gu&eacute;s oeuvrent au quotidien pour accompagner et prot&eacute;ger plus de 11,7 millions d'assur&eacute;s.<br>
Multimarques, multir&eacute;seaux et multim&eacute;tiers, A&eacute;ma Groupe couvre l'ensemble des besoins de protection (assurance dommages, sant&eacute; pr&eacute;voyance, &eacute;pargne-retraite et gestion d'actifs). A&eacute;ma Groupe veut apporter des r&eacute;ponses &eacute;clair&eacute;es, constructives et humaines face aux grands enjeux de protection li&eacute;s aux transitions actuelles. En poursuivant la construction d'un acteur mutualiste de premier plan, il cr&eacute;e un mod&egrave;le in&eacute;dit, hybride et ouvert capable d'apporter des solutions plus justes, plus adapt&eacute;es au monde d'aujourd'hui et de demain.</p>
<p><b>
Description du poste :</b></p>
<div>
Nous recherchons pour le si&egrave;ge A&eacute;ma Groupe, structure de t&ecirc;te en charge du pilotage et de la coordination des activit&eacute;s du Groupe - 200 collaborateurs bas&eacute;s &agrave; Paris et &agrave; Niort - un consolideur analyste exp&eacute;riment&eacute;, avec id&eacute;alement une exp&eacute;rience en assurance vie, sur le site de Paris ou Niort.<br>
<br>
Rejoignez la Direction Consolidation et Comptabilit&eacute; d'A&eacute;ma Groupe, pour contribuer au pilotage &eacute;conomique et prudentiel du Groupe et de ses entit&eacute;s.<br>
Vous int&eacute;grez une &eacute;quipe de 9 collaborateurs.<br>
<br>
Vous vous placez au niveau de la structure fa&icirc;ti&egrave;re qui regroupe les marques Abeilles Assurances, A&eacute;sio, Macif et OFI Invest. Vous supervisez les donn&eacute;es comptables et financi&egrave;res transmises par les entit&eacute;s du Groupe et par les consolideurs des marques. A ce titre, vos principales missions consisteront &agrave; :<br>
<ul><li>Participer au processus de consolidation des comptes du Groupe A&eacute;ma en normes fran&ccedil;aises et solvabilit&eacute; 2 et &agrave; la supervision des informations financi&egrave;res re&ccedil;ues</li><li>Participer au processus d'analyse des comptes et des indicateurs financiers du groupe A&eacute;ma</li><li>Participer &agrave; la veille normative sur les sujets comptables, animer des groupes de travail sur des sujets d'harmonisation comptable, mettre &agrave; jour la documentation comptable Groupe ;</li></ul>
Vous serez &eacute;galement amen&eacute;s &agrave; :<br>
<ul><li>Participer &agrave; la mise en place d'un nouvel outil de consolidation au niveau du Groupe (aspect normatif, plan de comptes...)</li><li>Participer &agrave; la mise en place de la nouvelle obligation d'audit du bilan prudentiel du groupe</li><li>Participer &agrave; des projets transverses au niveau du Groupe (fiscalit&eacute;, indicateurs &eacute;conomiques Groupe, etc.)</li><li>Contribuer &agrave; l'optimisation des processus et des outils de production (BFC et Excel notamment)</li><li>Contribuer &agrave; l'am&eacute;lioration continue du dispositif de contr&ocirc;le interne</li></ul></div>
<p><b>
Description du profil :</b></p>
<ul><li>Vous &ecirc;tes dipl&ocirc;m&eacute;e d'un BAC+5 en Finances / Comptabilit&eacute; / Audit</li><li>Vous avez une exp&eacute;rience r&eacute;ussie d'au moins 5 ans acquise en cabinet d'audit, transaction services ou cabinet de conseil</li><li>Vous disposez de bases solides en consolidation et d'une exp&eacute;rience significative en analyse financi&egrave;re,</li><li>Vous &ecirc;tes intervenus sur des missions dans le secteur de l'assurance et notamment en assurance vie</li></ul>
- Une premi&egrave;re exp&eacute;rience de l'outil SAP - BFC serait appr&eacute;ci&eacute;e<br>
<ul><li>Vous &ecirc;tes organis&eacute;, rigoureux et disposez d'une forte app&eacute;tence &agrave; coordonner</li><li>Vous disposez de fortes qualit&eacute;s relationnelles et de communication</li><li>Vous savez travailler en &eacute;quipe et en mode transversal</li><li>Vous avez de bonnes capacit&eacute;s d'analyse, de synth&egrave;se et des qualit&eacute;s r&eacute;dactionnelles</li><li>Vous &ecirc;tes autonome et force de proposition</li><li>Des d&eacute;placements seront &agrave; pr&eacute;voir ponctuellement entre Niort et Paris</li></ul><br>
Ce poste est ouvert &agrave; comp&eacute;tences &eacute;gales aux personnes en situation de handicap.<br>
Poste : Niort ou Paris</div>",,,,,,,,,,Métiers de la finance et de la comptabilité,Métiers de la comptabilité,Métiers de l'audit financier et comptable,Métiers comptables,,,,CDI,Temps plein,Analyse financière,Finance,Master,Esprit d'analyse,Comptabilité,,,,,,,,,,,,,,,,,,,,,MACIF,FALSE,FALSE,fr,EUR,70000,60000,EXTRACTION,De 60 000 € à 70 000 € par an,yearly,,,,,,,FALSE,FALSE,1,6,a31e50d043c4f6d7,https://fr.indeed.com/viewjob?jk=a31e50d043c4f6d7,,FALSE,,,,,,http://app.mytalentplug.com/redirection.aspx?ojid=oiiAFESB/dWPR0VQhI+SGA==,,,,,,,,,,,,,,,,
